Date,DIF,DEA,MACD,CCI,W&R,S1,S2,SAR,RSI1,RSI2,K,D,J,BOLL,UPPER,LOWER,K1,D1,PDI,MDI,ADX,ADXR,DDI,ADDI,AD,PSY,TRIX,TRMA,end,begin,highest,lowest,closing_price_down,swing,contract_volume,contract_position,one,two,three,all_v,all_p,delta
38414,0.0000,0.0000,0.9596,129.53,20.90,50.00,0.00,0.00,0.00,0.00,0.00,0.00,104.43,0.00,0.00,0.00,0.00,0.00,0.00,26.01,0.00,0.00,-0.15,0.00,0.00,50.00,0.00,0.00,53.57,53.04,55.2,52.85,0.980207352,4.429783223,147324,224568,-0.59,-0.49,-0.29,340432,586292,0.18
41053,-3.2311,0.0000,-0.9224,-103.44,81.06,82.36,0.00,0.00,0.00,0.00,0.00,0.00,94.79,0.00,90.59,0.00,0.00,0.00,0.00,10.20,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,90.78,90.53,91.52,89.81,0.198675497,1.887417219,216372,312215,-0.16,0.08,-0.82,340464,992749,-0.09
41823,0.0000,0.7683,-0.7457,0.00,0.00,94.91,93.05,93.38,25.07,28.21,23.22,28.55,0.00,97.01,0.00,93.03,24.33,34.07,3.63,0.00,67.11,66.22,-0.57,-0.60,-0.60,41.67,-0.29,-0.27,104.09,104.27,104.29,103.67,-0.143898695,0.594781274,163176,266572,0.54,1.36,2.18,340784,1297020,-0.36
39776,0.0000,-7.1090,0.5566,0.00,0.00,46.39,34.19,36.51,34.33,39.26,19.04,26.88,0.00,39.96,0.00,31.31,11.96,21.64,24.18,0.00,5.80,7.16,-0.14,-0.04,0.01,41.67,-0.58,-0.55,54.5,50.97,55.3,48.8,9.15281394,13.01822552,210497,299041,-1.12,-2.18,-3.18,340834,655875,-3.53
39255,1.2673,1.0215,0.4917,0.00,0.00,76.44,71.36,72.38,41.26,45.21,23.45,26.54,0.00,74.52,78.85,70.19,17.01,17.22,14.33,0.00,28.88,30.70,-0.41,-0.28,-0.18,0.00,0.03,0.23,69.14,68.66,69.5,68.17,0.713765477,1.937363438,211841,322922,-0.66,-1.21,-1.66,340879,974166,0.33
40534,1.3893,0.0000,0.0704,204.13,9.50,88.50,0.00,0.00,0.00,0.00,0.00,0.00,-10.67,0.00,94.76,0.00,0.00,0.00,0.00,18.42,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,90.48,89.99,90.8,89.85,2.006764374,1.07102593,171129,308656,-0.87,-1.48,-1.92,341136,1026052,0.9
41190,-1.2066,0.0000,-0.8168,-138.01,71.05,85.23,0.00,0.00,0.00,0.00,0.00,0.00,45.86,0.00,89.34,0.00,0.00,0.00,0.00,25.30,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,89.33,89.85,89.89,88.21,-0.722382752,1.867081574,179728,263116,-0.85,-1.2,-1.64,341165,1041725,2.77
39954,0.0000,2.3731,0.7441,0.00,0.00,65.13,59.15,59.52,16.98,30.36,9.67,13.56,0.00,66.54,0.00,57.57,7.60,6.94,11.20,0.00,49.79,33.36,-0.48,-0.42,-0.36,16.67,-0.34,0.06,61.05,61.68,61.87,59.92,-1.595744681,3.143133462,219326,350995,-0.76,-1.49,-2.11,341260,502133,0.62
39405,2.4005,2.8780,-0.9549,0.00,0.00,99.50,92.31,92.69,32.49,44.37,23.31,42.66,0.00,94.46,100.08,88.83,21.47,50.87,26.00,0.00,22.98,40.23,0.10,0.30,0.46,33.33,0.22,0.21,94.64,93.88,95.15,93.16,-0.483701367,2.092534175,222351,396959,1.06,2.04,2.92,341292,883614,3.15
39988,2.3749,0.0000,-1.5486,-62.06,65.33,73.92,0.00,0.00,0.00,0.00,0.00,0.00,6.94,0.00,76.51,0.00,0.00,0.00,0.00,22.10,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,68.67,68.55,69.86,68.06,-0.82322357,2.59965338,228384,261196,-0.83,-1.54,-2.19,341629,380543,1.94
40750,0.5447,0.0000,0.9528,94.56,18.26,87.39,0.00,0.00,0.00,0.00,0.00,0.00,86.93,0.00,91.80,0.00,0.00,0.00,0.00,22.17,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,99.59,99.15,100.62,97.76,0.393145161,2.883064516,213694,376016,0.06,-0.39,-0.81,341735,1039672,-1.78
41551,-1.0697,0.0000,-0.7060,-33.97,67.00,92.62,0.00,0.00,0.00,0.00,0.00,0.00,50.41,0.00,97.16,0.00,0.00,0.00,0.00,17.23,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,103.67,102.92,104.19,102.9,0.348465783,1.248669054,165193,292028,0.25,0.93,1.97,341755,1225699,-0.28
39759,-7.2811,0.0000,1.3462,-146.55,90.93,35.44,0.00,0.00,0.00,0.00,0.00,0.00,91.89,0.00,49.22,0.00,0.00,0.00,0.00,22.45,0.00,0.00,-0.13,0.00,0.00,0.00,0.00,0.00,61.04,60.67,62.82,59.97,0.444298173,4.689814053,212572,273003,-0.83,-1.77,-2.72,342075,706799,0.61
41029,-0.0598,0.0000,0.5298,136.40,7.74,85.60,0.00,0.00,0.00,0.00,0.00,0.00,17.99,0.00,91.62,0.00,0.00,0.00,0.00,22.01,0.00,0.00,-0.13,0.00,0.00,0.00,0.00,0.00,104.89,104.93,105.16,103.88,0.286834305,1.22382637,191215,278340,-0.38,-0.66,-0.81,342336,1065961,1.06
40084,-0.7609,0.0000,-1.2762,-132.32,79.02,80.93,0.00,0.00,0.00,0.00,0.00,0.00,60.92,0.00,82.08,0.00,0.00,0.00,0.00,15.98,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,66.84,66.15,67.54,65.41,1.242047864,3.226295062,222820,303673,-0.33,-0.8,-1.29,342458,220504,-0.4
41873,-1.9175,0.0000,-0.4920,-183.61,85.86,89.99,0.00,0.00,0.00,0.00,0.00,0.00,6.19,0.00,97.06,0.00,0.00,0.00,0.00,36.35,0.00,0.00,-0.72,0.00,0.00,0.00,0.00,0.00,93.36,93.89,94.04,92.92,-0.575079872,1.192758253,191019,301476,0.45,0.7,0.64,342617,1113769,0.04
39237,0.4693,0.3596,0.2193,0.00,0.00,76.38,73.10,75.88,66.36,67.75,74.85,78.57,0.00,72.97,76.99,68.95,72.32,83.21,24.38,0.00,68.85,62.11,0.49,0.64,0.80,0.00,0.43,0.43,66.21,64.87,66.48,64.53,1.736324524,2.996312231,202309,324076,-1.08,-1.95,-2.58,342799,977248,-0.44
40764,-3.3891,0.0000,-3.7807,-173.18,84.93,85.29,0.00,0.00,0.00,0.00,0.00,0.00,43.10,0.00,92.98,0.00,0.00,0.00,0.00,26.73,0.00,0.00,-0.31,0.00,0.00,0.00,0.00,0.00,79.3,81.1,83.05,75.71,-2.472020662,9.027179929,203273,302179,-2.74,-3.06,-3.72,343106,0,0.99
42180,0.4295,0.0000,-0.2181,-20.96,67.96,43.38,0.00,0.00,0.00,0.00,0.00,0.00,10.45,0.00,51.17,0.00,0.00,0.00,7.01,30.97,0.00,0.00,-0.71,0.00,0.00,0.00,0.00,0.00,59.64,60.22,60.46,59.43,-0.963135171,1.710395218,216632,330042,-0.34,-0.59,-0.94,343117,1313310,-0.01
38575,0.0000,0.0000,0.9459,164.87,3.23,63.58,0.00,0.00,0.00,0.00,0.00,0.00,58.73,0.00,0.00,0.00,0.00,0.00,0.00,15.48,0.00,0.00,0.35,0.00,0.00,41.67,0.00,0.00,65.8,64.95,66,64.42,1.386748844,2.434514638,138316,152378,-0.95,-1.48,-1.72,343398,656749,1.04
39542,0.0000,0.0000,-0.8984,43.36,21.89,135.09,0.00,0.00,0.00,0.00,0.00,0.00,58.92,0.00,0.00,0.00,0.00,0.00,0.00,11.38,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,106.23,104.26,106.38,104.03,2.311470673,2.263315034,204158,323038,0.47,1.04,1.64,343663,1019375,2.97
39744,-9.3915,-8.3243,-2.1344,0.00,0.00,50.05,44.10,44.51,42.71,38.97,39.27,29.68,0.00,48.61,0.00,39.26,40.96,21.68,13.81,0.00,27.77,35.53,-0.28,-0.30,-0.36,25.00,-1.44,-1.46,67.84,67.21,69.42,65.9,1.632958801,5.27340824,233698,334975,-0.4,-0.87,-1.33,343820,651076,-5.27
38756,0.4658,1.1745,-1.4174,0.00,0.00,62.22,65.60,66.63,71.71,64.23,91.61,85.69,0.00,62.96,67.53,58.40,95.72,89.61,36.55,0.00,36.52,23.32,0.37,0.37,0.28,0.00,0.21,0.05,62.55,63.19,63.49,62.3,-0.855920114,1.886194326,145683,214265,-0.98,-1.78,-2.39,343833,695405,0.05
41940,-2.8627,0.0000,-0.0607,-72.57,60.30,58.73,0.00,0.00,0.00,0.00,0.00,0.00,12.79,0.00,79.60,0.00,0.00,0.00,4.22,35.31,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,81.58,80.64,81.66,80.36,1.12805256,1.611503657,219681,330846,0.3,0.48,0.69,343970,1049613,0.4
41173,0.0000,0.8351,-1.4492,0.00,0.00,88.92,85.27,85.57,45.40,43.80,39.89,36.35,0.00,87.29,0.00,82.37,38.36,37.48,22.25,0.00,36.85,53.73,-0.13,-0.28,-0.43,66.67,-0.27,-0.30,92.89,92.93,93.84,92.59,0.813978728,1.356631213,169598,338978,-0.32,-0.69,-1.04,344646,1046553,-1.25
39752,0.0000,-8.9680,0.9109,0.00,0.00,42.84,37.80,38.98,42.44,38.63,28.27,24.45,0.00,44.39,0.00,33.52,16.95,21.93,19.55,0.00,28.70,28.23,-0.16,-0.28,-0.37,33.33,-1.50,-1.46,67.81,65.58,68.6,63.12,2.804730139,8.308065494,230667,308098,-0.67,-1.41,-2.11,344871,686807,-3.46
39738,-8.9101,-7.0672,-3.6858,0.00,0.00,52.51,41.83,42.07,29.90,31.18,11.75,13.76,0.00,51.04,0.00,39.94,7.55,10.46,9.59,0.00,49.67,43.35,-0.45,-0.48,-0.47,33.33,-1.52,-1.41,71.85,72.3,74.27,69.84,2.863278454,6.342161775,122932,73080,-0.28,-0.64,-1.07,345021,687460,2.09
40477,1.0751,0.0000,-0.4958,-3.50,45.36,87.36,0.00,0.00,0.00,0.00,0.00,0.00,21.50,0.00,92.65,0.00,0.00,0.00,0.00,8.22,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,82.55,82.47,82.88,81.81,0.036354823,1.296655356,234774,391583,-0.65,-1.19,-1.65,345274,965936,-0.54
41247,0.0561,0.0000,0.6947,73.84,36.82,95.47,0.00,0.00,0.00,0.00,0.00,0.00,85.33,0.00,97.16,0.00,0.00,0.00,0.00,2.83,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,88.5,88.93,89.18,87.57,-0.472334683,1.810616284,194994,301177,-0.58,-1.22,-1.8,345670,1175682,-0.62
39232,0.0000,0.0000,-0.0721,-28.09,64.51,74.26,0.00,0.00,0.00,0.00,0.00,0.00,91.50,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.95,0.00,0.00,58.33,0.00,0.00,63.49,63.26,63.87,62.88,0.538400633,1.567695962,200050,353328,-1.16,-2.07,-2.79,346182,978623,0.7
39056,0.7971,0.2918,1.0105,0.00,0.00,51.29,53.82,56.97,64.19,54.51,80.65,67.07,0.00,54.50,59.79,49.20,83.71,71.54,14.78,0.00,15.82,43.29,-0.08,-0.23,-0.37,0.00,-0.49,-0.64,62.43,62.42,63.25,61.53,-0.016015375,2.754644459,176603,295729,-1.49,-2.55,-3.36,346228,906055,-0.23
41814,1.1180,0.0000,0.1006,21.03,50.28,98.60,0.00,0.00,0.00,0.00,0.00,0.00,56.29,0.00,104.95,0.00,0.00,0.00,0.00,32.61,0.00,0.00,-0.70,0.00,0.00,0.00,0.00,0.00,105.94,106.02,106.46,105.25,-0.066031506,1.141401755,171531,302009,0.73,1.8,2.74,346249,1282038,0.63
39072,0.7565,0.6903,0.1323,0.00,0.00,60.46,56.62,57.99,49.30,52.06,45.26,59.43,0.00,56.82,61.84,51.80,45.87,66.93,16.59,0.00,30.94,44.20,0.29,0.38,0.49,0.00,0.22,0.08,62.66,63.58,63.59,62.3,-1.663527935,2.024482109,179708,301539,-1.12,-1.99,-2.7,346513,849965,-0.26
40583,0.0000,0.3847,-0.0688,0.00,0.00,100.87,106.84,108.50,75.62,68.54,84.23,78.27,0.00,104.05,0.00,98.89,76.71,80.03,26.28,0.00,20.15,13.76,0.54,0.28,0.09,58.33,0.33,0.37,86.71,87.35,87.95,86.36,-0.264550265,1.828847481,324981,293484,-4,-6.79,-8.49,346875,973625,-0.2
39561,3.8352,3.0508,1.5688,0.00,0.00,123.28,133.46,134.86,57.55,58.60,74.10,65.91,0.00,130.34,139.07,121.61,76.12,67.41,21.01,0.00,31.10,20.61,0.26,0.19,0.17,50.00,0.37,0.35,118.3,118.33,118.69,116.45,-0.896372623,1.876518388,234392,373624,0.71,1.41,2.03,346944,932428,-1.87
39745,0.0000,0.0000,-2.0896,-111.15,93.24,49.40,0.00,0.00,0.00,0.00,0.00,0.00,46.76,0.00,57.15,0.00,0.00,0.00,0.00,20.83,0.00,0.00,-0.36,0.00,0.00,0.00,0.00,0.00,64.15,69.42,69.5,62.65,-5.439268868,10.09728774,229561,332990,-0.43,-0.91,-1.39,347010,658158,-1.56
40630,0.0000,2.5515,-0.3356,0.00,0.00,109.22,97.97,100.56,45.58,42.44,31.90,28.36,0.00,106.15,0.00,93.00,23.10,25.66,9.39,0.00,61.98,50.61,-0.45,-0.45,-0.41,41.67,-0.38,-0.15,103.98,105.43,105.76,103.6,-1.347248577,2.049335863,209956,355480,0.18,-0.28,-0.67,347148,1060595,0.85
41522,0.0000,0.9147,0.0527,0.00,0.00,98.95,97.69,97.73,33.60,34.73,26.28,22.79,0.00,100.71,0.00,96.09,26.39,16.08,6.52,0.00,73.51,59.76,-0.40,-0.45,-0.43,41.67,-0.29,-0.24,108.5,107.59,108.54,107.13,1.118359739,1.314072693,181537,287492,0.83,2.17,3.71,347720,1215796,1.71
38827,0.0000,0.0000,0.7989,133.75,9.25,69.60,0.00,0.00,0.00,0.00,0.00,0.00,22.44,0.00,0.00,0.00,0.00,0.00,0.00,17.05,0.00,0.00,0.06,0.00,0.00,50.00,0.00,0.00,71.95,72.03,72.49,70.7,-0.304835804,2.480254954,89721,27490,-1.74,-2.65,-3.16,348003,716518,1.67
38764,-1.2046,-0.1732,-2.0628,0.00,0.00,65.71,67.22,68.74,75.71,68.47,87.58,85.79,0.00,64.86,69.87,59.84,85.97,84.37,46.03,0.00,45.18,40.85,0.63,0.51,0.39,0.00,0.37,0.26,58.46,57.7,58.8,57.55,1.405030356,2.168256722,136092,79274,-1.67,-2.74,-3.54,348119,665996,1.08
40018,0.0000,-0.6698,1.1656,0.00,0.00,72.46,68.96,71.30,55.53,52.64,51.07,47.14,0.00,71.25,0.00,67.52,51.55,51.12,18.24,0.00,18.92,16.24,-0.14,-0.18,-0.14,41.67,-0.01,0.05,68.05,66.62,68.2,66.46,1.325193568,2.590827874,203387,340783,-1.74,-3.31,-4.47,348187,128815,0.33
39902,2.7107,0.0000,0.0916,-4.07,76.88,56.07,0.00,0.00,0.00,0.00,0.00,0.00,90.53,0.00,63.06,0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,48.41,52.25,52.25,48.11,-7.579228713,7.903780069,197148,296232,-1.79,-3.38,-4.64,348394,631209,1.02
39773,-7.2290,0.0000,-0.1008,-134.05,90.29,47.85,0.00,0.00,0.00,0.00,0.00,0.00,-4.69,0.00,48.63,0.00,0.00,0.00,0.00,24.37,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,49.93,48.57,51.12,48.25,0.624748085,5.783958081,194492,299554,-1.03,-2.12,-3.16,348586,644282,3.53
39477,-0.7409,-0.6424,-0.1970,0.00,0.00,110.37,99.95,100.86,32.46,44.68,36.33,55.43,0.00,104.53,112.17,96.90,34.89,65.10,13.28,0.00,27.46,44.00,0.05,0.20,0.42,50.00,0.48,0.58,92.33,92.37,92.71,91.24,0.752946312,1.604103012,214955,378806,0.17,0.43,0.7,348779,1019482,-0.02
41855,-1.3205,0.0000,-0.9138,-131.34,83.95,90.75,0.00,0.00,0.00,0.00,0.00,0.00,38.48,0.00,95.72,0.00,0.00,0.00,0.00,37.46,0.00,0.00,-0.12,0.00,0.00,0.00,0.00,0.00,98.4,97.67,98.67,97.43,0.562084824,1.267245784,190575,279167,0.95,1.57,2.14,349149,1156259,-0.8
38455,0.0000,0.0000,-1.5022,-183.20,98.05,49.50,0.00,0.00,0.00,0.00,0.00,0.00,103.81,0.00,0.00,0.00,0.00,0.00,0.00,9.25,0.00,0.00,0.53,0.00,0.00,66.67,0.00,0.00,50.22,51.77,51.77,50.06,-3.162360201,3.29733899,134518,117271,-1.91,-2.9,-3.3,349973,625456,0.83
39920,0.0000,1.3477,-0.9272,0.00,0.00,65.69,68.43,70.01,74.71,73.25,85.08,86.17,0.00,63.56,0.00,54.87,81.98,86.75,33.14,0.00,46.59,51.34,0.46,0.53,0.58,66.67,1.02,0.97,50.33,49.93,51.37,49.41,0.700280112,3.921568627,118146,64746,-2.14,-4.23,-5.78,350058,637619,-4.28
39785,0.0000,-6.3572,0.5641,0.00,0.00,34.41,41.41,41.58,47.73,48.67,69.23,63.36,0.00,41.84,0.00,33.73,86.47,63.99,18.51,0.00,8.22,7.01,-0.03,-0.05,-0.04,50.00,-0.20,-0.47,46.79,47.76,48.1,46.26,-0.362010221,3.918228279,197334,297619,-1.53,-3.08,-4.55,350204,686999,-3.33
41750,0.0000,0.7662,0.6039,0.00,0.00,101.80,104.17,104.49,69.70,63.19,69.85,57.36,0.00,103.15,0.00,101.34,71.90,41.37,22.51,0.00,26.24,35.66,0.09,0.14,0.15,50.00,0.08,0.09,104.35,104.54,104.77,103.85,-0.229467444,0.879625203,82582,74966,0.76,1.64,2.6,350276,1242033,-2.21
41543,0.0000,-0.0021,-1.3759,0.00,0.00,94.98,92.43,93.37,37.08,34.08,27.33,24.88,0.00,95.39,0.00,91.59,30.66,23.82,3.17,0.00,67.40,68.73,-0.62,-0.58,-0.54,41.67,-0.34,-0.35,102.86,102.3,103.29,102.2,0.194817845,1.061757257,183804,340830,0.51,1.32,2.3,350733,1227558,-0.1
39162,0.0000,0.0000,-0.7523,15.05,43.39,64.95,0.00,0.00,0.00,0.00,0.00,0.00,18.78,0.00,0.00,0.00,0.00,0.00,0.00,24.06,0.00,0.00,-0.28,0.00,0.00,33.33,0.00,0.00,59.61,59.65,60.13,59.21,5.076679006,1.621716905,234310,390175,-1.5,-2.51,-3.22,350791,932212,1.67
40739,0.0000,-0.7509,1.0629,0.00,0.00,83.47,83.47,86.31,44.17,45.22,64.68,71.54,0.00,85.76,0.00,80.88,78.05,80.11,19.20,0.00,11.68,26.52,-0.22,-0.07,0.02,58.33,-0.22,-0.40,97.24,96.03,97.74,95.21,1.619813983,2.643954436,159915,116710,-0.6,-0.97,-1.42,350809,1071191,-1.44
40654,0.0000,2.2606,-0.2595,0.00,0.00,102.82,97.01,99.86,47.89,46.59,41.44,45.49,0.00,100.12,0.00,97.30,40.61,45.07,18.90,0.00,15.67,15.27,0.03,0.13,0.17,58.33,-0.15,-0.22,112.29,111.37,112.48,111,0.753701211,1.327949753,209024,361085,-0.52,-0.76,-0.87,351162,1057758,-0.06
39965,0.0000,3.0363,1.3029,0.00,0.00,59.84,63.76,65.40,69.38,54.33,77.41,57.83,0.00,64.67,0.00,56.69,82.24,50.71,14.67,0.00,35.79,42.79,-0.18,-0.32,-0.42,58.33,-0.40,-0.37,68.58,66.48,68.68,66.23,3.423314734,3.694767003,214764,347339,-0.79,-1.49,-2,351308,528279,0.51
39927,0.3799,0.0000,-0.5008,76.15,7.21,69.80,0.00,0.00,0.00,0.00,0.00,0.00,61.05,0.00,74.85,0.00,0.00,0.00,0.00,14.35,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,51.55,49.65,51.75,49.06,3.889560661,5.421201129,208589,329157,-1.39,-2.55,-3.57,352383,587777,-1.31
39199,0.0000,0.0000,0.3241,122.69,4.48,64.65,0.00,0.00,0.00,0.00,0.00,0.00,101.39,0.00,0.00,0.00,0.00,0.00,0.00,8.13,0.00,0.00,0.66,0.00,0.00,75.00,0.00,0.00,66.46,65.3,66.7,64.58,2.151859822,3.258530587,213017,322863,-1.38,-2.23,-2.88,352688,889388,-0.65
39629,0.0000,0.0000,0.2806,182.77,29.41,117.03,0.00,0.00,0.00,0.00,0.00,0.00,41.56,0.00,128.55,0.00,0.00,0.00,0.00,19.13,0.00,0.00,-0.53,0.00,0.00,0.00,0.00,0.00,140,140.6,143.67,139.17,-0.149775337,3.209471507,234136,313090,-0.58,-0.95,-1.24,352714,917830,0.79
40242,0.0000,0.7988,0.8122,0.00,0.00,86.35,81.70,82.44,32.67,42.75,34.45,41.47,0.00,84.94,0.00,81.89,43.23,36.14,14.18,0.00,26.93,27.89,-0.19,-0.12,-0.02,41.67,0.10,0.20,81.5,80.58,82.07,80.47,1.60827827,1.994763745,198182,249894,-0.7,-1.11,-1.54,352753,54447,0.08
40308,-0.5285,0.0000,-1.4531,-108.15,76.89,79.48,0.00,0.00,0.00,0.00,0.00,0.00,12.46,0.00,80.32,0.00,0.00,0.00,0.00,22.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.8,76.11,78.51,75.8,2.250033285,3.608041539,178610,328397,-3.75,-5.39,-6.46,352795,84907,-0.89
41177,0.0000,0.4318,-1.6771,0.00,0.00,88.73,84.93,86.34,50.44,46.65,38.21,36.71,0.00,86.68,0.00,82.89,40.30,39.98,25.42,0.00,19.60,46.14,-0.08,-0.18,-0.30,66.67,-0.25,-0.29,90.87,92.11,93.2,90.57,-1.153051235,2.860872403,221446,328965,-0.38,-0.63,-0.88,353608,1048198,-0.5
39227,0.0000,0.0000,0.3832,58.38,26.34,73.44,0.00,0.00,0.00,0.00,0.00,0.00,85.46,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.95,0.00,0.00,66.67,0.00,0.00,65.2,64.48,65.3,64.21,1.58928015,1.698348395,191213,356692,-1.32,-2.33,-3.06,353638,973497,-1.4
41695,0.0000,1.4902,0.4553,0.00,0.00,102.15,103.12,103.80,75.55,65.16,81.23,79.73,0.00,101.39,0.00,97.99,83.78,85.15,33.01,0.00,36.60,23.36,0.25,0.29,0.29,50.00,0.12,0.04,102.05,102.8,102.84,101.02,-0.777831794,1.769567331,186245,324685,0.79,1.63,2.52,353793,1253968,0.51
39784,-6.0275,0.0000,0.8004,-150.11,98.47,33.51,0.00,0.00,0.00,0.00,0.00,0.00,106.87,0.00,49.97,0.00,0.00,0.00,0.00,23.92,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,46.96,48.85,50.25,46.82,-4.707792208,6.960227273,218427,303711,-1.47,-2.88,-4.19,353894,675931,-0.97
39245,0.5925,0.5458,0.0934,0.00,0.00,74.84,75.52,76.86,58.57,62.42,74.47,77.54,0.00,74.81,78.35,71.28,84.37,77.78,22.10,0.00,38.53,53.69,0.30,0.48,0.57,0.00,0.41,0.42,65.35,65.88,66.08,64.87,-0.939821131,1.834167046,200056,195030,-0.71,-1.63,-2.32,354066,979316,1.04
42181,0.0000,0.5060,-0.2606,0.00,0.00,42.98,41.43,42.37,29.91,28.27,15.85,12.80,0.00,45.49,0.00,40.49,12.66,11.43,0.00,0.00,64.66,64.15,-0.86,-0.69,-0.59,33.33,-0.87,-0.83,59.65,59.66,59.96,58.76,0.01676727,2.012072435,225525,329016,-0.31,-0.57,-0.86,354075,1317687,-0.57
39226,0.4960,0.2949,0.4022,0.00,0.00,72.97,73.50,74.02,78.17,73.01,83.08,86.54,0.00,71.03,75.17,66.88,86.06,87.68,28.45,0.00,55.36,47.88,0.96,0.77,0.61,0.00,0.42,0.39,64.18,65.72,66.15,63.82,-2.417515585,3.542648624,191213,363618,-1.45,-2.56,-3.37,354199,966047,0.72
44194,1.2873,0.0000,-0.3261,48.41,38.46,57.54,0.00,0.00,91.75,0.00,0.00,0.00,96.33,0.00,62.42,0.00,90.48,0.00,0.00,4.43,0.00,0.00,0.85,0.00,0.00,91.67,0.66,0.00,48.08,47.72,48.35,47.68,0.817781506,1.404906689,205650,369491,-0.12,-0.24,-0.31,354639,1696996,0.17
39715,0.0000,0.0000,2.9084,55.89,61.46,68.00,0.00,0.00,0.00,0.00,0.00,0.00,8.89,0.00,74.55,0.00,0.00,0.00,0.00,15.65,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,0.00,105.73,106.93,109.5,104.8,-0.825438514,4.408592065,218197,293090,0.71,0.82,0.78,354657,708358,2.57
42367,0.0000,-1.6470,0.7304,0.00,22.09,26.39,29.05,29.72,48.09,46.58,56.11,45.31,0.00,30.59,0.00,26.87,60.13,34.70,20.74,0.00,13.03,11.89,-0.11,-0.10,-0.08,33.33,-0.42,-0.43,37.33,36.7,37.94,36.69,1.744344508,3.406922867,239791,444681,-1,-1.86,-2.57,354829,1414186,-0.53
39507,0.0000,0.0000,1.4690,106.37,14.42,110.59,0.00,0.00,0.00,0.00,0.00,0.00,99.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,101.84,102.55,103.05,101.36,-0.731065406,1.647334048,200494,362998,0.42,0.87,1.2,354864,1083808,0.82
41898,-1.2678,0.0000,0.4668,83.07,20.74,82.51,0.00,0.00,0.00,0.00,0.00,0.00,32.97,0.00,85.88,0.00,0.00,0.00,0.00,34.17,0.00,0.00,-0.53,0.00,0.00,0.00,0.00,0.00,94.71,94.85,94.89,94.67,2.04719319,0.237043422,271340,126724,1.07,1.78,2.08,355113,1098014,-0.73
39450,1.7328,0.9129,1.6399,0.00,0.00,93.02,98.46,100.88,75.05,68.04,85.57,83.80,0.00,93.93,102.83,85.03,80.80,88.19,40.08,0.00,53.12,38.60,0.71,0.57,0.45,83.33,0.32,0.10,99.18,99.23,100.09,98.45,-0.441678378,1.646255772,217397,320900,0.24,0.76,1.28,355182,1060452,-1.26
39926,0.0000,0.6929,-0.9835,0.00,0.00,69.58,69.58,70.62,61.03,67.43,81.73,85.87,0.00,66.30,0.00,57.78,88.70,86.19,35.92,0.00,44.30,47.54,0.44,0.52,0.54,50.00,1.02,1.02,49.62,48.49,49.92,48.37,1.576253838,3.172978506,204479,339018,-1.45,-2.71,-3.88,355442,591461,1.9
39987,0.0000,3.3427,-1.4504,0.00,0.00,69.22,71.88,72.48,61.51,61.61,68.99,79.16,0.00,69.19,0.00,61.68,74.13,86.28,24.69,0.00,29.93,33.60,0.21,0.31,0.43,58.33,0.51,0.36,69.24,67.15,69.68,66.37,3.4513671,4.945465412,258245,270746,-0.79,-1.47,-2.09,355958,358118,0.12
39055,0.0000,0.0000,1.1539,107.59,23.59,50.88,0.00,0.00,0.00,0.00,0.00,0.00,94.07,0.00,0.00,0.00,0.00,0.00,0.00,17.38,0.00,0.00,-0.21,0.00,0.00,50.00,0.00,0.00,62.44,63.81,63.82,61.9,-1.560775658,3.026958852,176603,305081,-1.59,-2.71,-3.55,356005,900701,0.01
41117,1.2013,0.0000,0.6666,64.10,43.03,94.88,0.00,0.00,0.00,0.00,0.00,0.00,27.15,0.00,98.41,0.00,0.00,0.00,0.00,18.32,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,90.13,89.43,90.45,89.13,0.952060932,1.478494624,196061,309536,-0.29,-0.66,-1.1,356223,958675,-0.36
